rank,word,reading,vid,sid,part_of_speech,meanings
19541,鮭,さけ,1579300,2645067785,n,salmon (Salmonidae spp.); chum salmon (Oncorhynchus keta)
19542,焼き付ける,やきつける,1350700,1083543623,vt; v1,to bake; to plate; to print; to fire (e.g. pottery); to stain; to burn into one's memory; to sear into one's consciousness
19543,常備,じょうび,1798180,148650986,adj-no; n; vs,standing; reserve; always having ready
19544,無気力,むきりょく,1529790,770120240,adj-na; n,apathy; lassitude; lethargy; languor
19545,投獄,とうごく,1447220,1732859192,n; vs,imprisonment; incarceration
19546,下方,かほう,1186380,3751263497,adj-no; n,lower region; lower part; region below
19547,脳味噌,のうみそ,1470530,4029134161,n,brains; brain tissue
19548,言い募る,いいつのる,1264300,706822100,vi; v5; v5r,to argue vehemently
19549,旧友,きゅうゆう,1231370,3379135696,n,old friend; old pal
19550,言い続ける,いいつづける,2462190,3622656841,v1,to keep talking; to go on and on; to talk non-stop
19551,爆裂,ばくれつ,1476000,554248165,n; vs,exploding
19552,武道,ぶどう,1498880,628154861,n,martial arts; military arts; Bushido
19553,エジプト,エジプト,1028500,1650565712,n,Egypt
19554,呼び覚ます,よびさます,1266270,191468371,vt; v5; v5s,to wake up (someone; by calling out); to awaken; to bring back (e.g. memories); to evoke; to recall
19555,貫き通す,つらぬきとおす,1215060,4115778491,vt; v5; v5s,"to go through; to pierce; to penetrate; to stick to (opinion, principles, etc.); to carry out; to persist with; to keep (e.g. faith); to maintain (e.g. independence)"
19556,重罪,じゅうざい,1336230,156732730,adj-no; n,felony; serious crime
19557,宝物庫,ほうもつこ,2840481,363385880,n,treasure house; storage for valuable property
19558,コンボ,コンボ,1053910,2831441042,n,combo (esp. a small jazz group); combination; set; assortment; combo (set of actions performed in sequence)
19559,握り込む,にぎりこむ,2768170,1973378599,vt; v5; v5m,to grip; to grasp; to squeeze
19560,温かみ,あたたかみ,1856500,3876184876,n,warmth
19561,まな板,まないた,1604140,3715978285,n,chopping board; cutting board
19562,儀礼,ぎれい,1224820,2764378209,n,etiquette; courtesy
19563,すれ違いざま,すれちがいざま,2836944,4132737888,exp,while passing each other
19564,心拍数,しんぱくすう,1938910,381567007,n,one's heart rate; pulse rate
19565,ついぞ,ついぞ,2008980,3193684985,adv,never; not at all
19566,勝率,しょうりつ,1706730,3669450166,n,winning percentage
19567,全財産,ぜんざいさん,2101150,2608881262,n,everything one owns
19568,下の階,したのかい,1880760,384991579,exp; n,lower floor
19569,思慮,しりょ,1309610,3984339567,n; vs,prudence; discretion; thought
19570,ブラウン,ブラウン,1113670,556582700,n,brown
19571,銅像,どうぞう,1454380,649410938,n,bronze statue
19572,ほれほれ,ほれほれ,1288510,4215003381,adv; vs,fondly; admiringly; with fascination; with adoration; with enchantment
19573,擦り傷,すりきず,1595820,3363902095,n; vs,scratch; graze; abrasion
19574,半額,はんがく,1479050,3815553332,n,half the amount (of money); half price; half fare
19575,手を尽くす,てをつくす,2184570,2545809786,exp; v5; v5s,to try all possible means
19576,協力関係,きょうりょくかんけい,2665610,2585439251,n,cooperative relation; cooperative relationship; collaborative relationships; cooperative structure; cooperative ties; cooperative alliance; partnership; close ties; hookup
19577,からいって,からいって,2724590,2748960479,exp,in terms of; from the point of view of
19578,しゃんと,しゃんと,1631990,3914967966,adv; vs,being in shape; holding a dignified appearance
19579,回れ右,まわれみぎ,1199380,559307261,n; vs,right about-face
19580,気乗り,きのり,1222330,57751117,adj-no; n; vs,interest (in something); enthusiasm
19581,煮えたぎる,にえたぎる,1322510,2018371908,vi; v5; v5r,to boil; to be boiling hot; to be on a rolling boil
19582,配給,はいきゅう,1473030,3164667184,adj-no; n; vs,"distribution (e.g. films, rice); rationing (e.g. food, gasoline); food ration"
19583,息の根を止める,いきのねをとめる,2102080,1445456942,exp; v1,to kill; to choke the life out of
19584,シャンパン,シャンパン,1061910,2330672179,n,Champagne
19585,タマネギ,タマネギ,1240670,1491090277,n,onion (Allium cepa)
19586,フォルム,フォルム,2485350,1934293241,n,forum; form; shape
19587,短め,みじかめ,1953680,360728262,adj-na; adj-no; n,shortish; rather short; somewhat short
19588,貢ぐ,みつぐ,1282400,188325093,vi; vt; v5; v5g,"to support (someone) financially; to finance; to supply (money); to give (in support); to present (money or gifts) to a monarch (feudal lord, etc.)"
19589,危険人物,きけんじんぶつ,1218620,1637967449,n,dangerous person; security risk; loose cannon
19590,生け贄,いけにえ,1830690,2889880946,n,(living) sacrifice; victim; scapegoat
19591,ひっぱたく,ひっぱたく,1169440,2046368523,vt; v5; v5k,to slap; to strike; to spank
19592,木剣,ぼっけん,1534620,2150813000,n,bokken; wooden sword
19593,おっす,おっす,1180540,842684725,int,hi!; yo!; hey man!; hey dude!
19594,独り身,ひとりみ,1954080,2630802933,adj-no; n,bachelorhood; spinsterhood; celibacy; being single; unmarried person; living apart from one's family; living alone; person who lives alone
19595,ビッチ,ビッチ,2395870,3117129716,n,slut; floozie; ho; easy lay; bitch; witch; overbearing woman
19596,つつがない,つつがない,1632120,1029113277,adj-i,well; in good health; safe; free from accident
19597,家を継ぐ,いえをつぐ,1857760,2454187249,exp; v5; v5g,to succeed to a house
19598,掃除機,そうじき,1596390,3419695990,n,vacuum cleaner; vacuum; hoover
19599,取り分ける,とりわける,1707350,2526954628,vt; v1,to distribute; to apportion; to divide
19600,ビーチ,ビーチ,1104370,1447298255,n,beach
19601,混ぜ合わせる,,,,,
19602,空き缶,あきかん,1245320,706161555,n,empty can
19603,雑念,ざつねん,1299490,1434305907,n,idle thoughts; worldly thoughts
19604,審議,しんぎ,1360360,2271934377,adj-no; n; vs,deliberation
19605,鼻孔,びこう,1486960,3842586925,n,nostril; nostrils; naris; nares
19606,再三,さいさん,1292760,313910976,adv; adj-no,again and again; repeatedly
19607,アイコン,アイコン,1013920,1811485104,n,icon
19608,スキー,スキー,1067770,1591065809,n,skiing; ski; skis
19609,移り住む,うつりすむ,1985170,686006578,v5; v5m,to change one's place of residence; to migrate; to move
19610,手を汚す,てをよごす,2401840,3282694594,exp; v5; v5s,to dirty one's hands
19611,愚鈍,ぐどん,1245190,3881207665,adj-na; n,stupidity; silliness; asininity; imbecility; dim-wittedness
19612,ほとほと,ほとほと,2009740,1316896593,adv,quite; utterly; really; completely
19613,事足りる,ことたりる,1314150,2410097570,vi; v1,to suffice; to serve the purpose; to be satisfied
19614,触覚,しょっかく,1358030,1909837558,n; adj-no,sense of touch; tactile; tactual; hair style with long bangs
19615,かあ,かあ,2028970,3657178600,prt; pref; suf; adv,"indicates a question; or; whether or not; some- (e.g. something, someone); hmm; huh; very; -al; -ial; -ic; -ical; -ish; -y; in that way"
19616,盟約,めいやく,1532670,2169824701,n; vs,oath; pledge; pact; covenant; alliance
19617,キュート,キュート,1042330,2692467372,adj-na,cute
19618,けない,けない,2786360,3637960050,adj-no; n,imperial lands; lands blessed by the emperor's reign
19619,お側,おそば,2797000,4057477153,n,near; close; beside; vicinity; proximity; besides; while; attendant; retainer; vassal
19620,乱舞,らんぶ,1549090,4158832801,n; vs,boisterous dance
19621,かたじけない,かたじけない,1566760,3340803426,adj-i,grateful; indebted
19622,水をかける,みずをかける,1910190,18293324,exp; v1,to sprinkle water on (something); to spray water on; to splash water on; to squirt water on; to hinder; to hamper; to stifle; to throw cold water on
19623,道程,みちのり,1454110,3303140760,n,distance; journey; itinerary; path (e.g. to one's goal); way; process; route; road
19624,目に焼き付ける,めにやきつける,2747470,3056525212,exp; v1,to burn into one's memory; to sear an image
19625,八つ裂き,やつざき,1476620,2864110736,n,tearing limb from limb; tearing apart; cutting (a person) to pieces
19626,酷薄,こくはく,1593160,395989726,adj-na; n,cruel; inhumane; callous; brutal
19627,不問,ふもん,1495130,3220330839,n; suf,not asking (about); letting go unquestioned; disregarding; ignoring; overlooking
19628,下手をすると,へたをすると,2749820,3128211394,exp,if one is unlucky; if one is careless; if things don't go well
19629,例の件,れいのけん,1916490,957868147,n,the matter you have been talking about
19630,溶け合う,とけあう,1546080,542740203,vi; v5; v5u,to melt together
19631,模擬,もぎ,1533630,2497230655,adj-no; n,imitation
19632,個人差,こじんさ,1264830,1486544159,n,individual differences; personal equation
19633,おかみさん,おかみさん,2453480,4218510440,n,missus; missis
19634,キロメートル,キロメートル,1042650,3094289052,n,kilometer; kilometre
19635,新生,しんせい,1362010,2844853577,adj-no; n; vs,rebirth; new birth; nascent
19636,安直,あんちょく,1154110,1714460357,adj-na; n,inexpensive; cheap; easy; simple
19637,鬱憤,うっぷん,1588300,3589322213,n,resentment; grudge; pent-up anger; frustration; bitterness
19638,マニアック,マニアック,1128760,568080944,adj-na; n,maniac (as in rabid sport fan); enthusiast
19639,移転,いてん,1158390,4199566825,n; vs,"moving; relocation; change of address; transfer (of deeds, property, etc.); demise"
19640,中等部,ちゅうとうぶ,2783070,3176057281,n,middle school (esp. the middle school section of a school that also encompasses other grades); junior high school
19641,最寄り,もより,1293750,3516231300,adj-no; n,nearest; closest
19642,レンジ,レンジ,1146110,3121678355,n,range; stove; cooker; microwave oven
19643,噛み殺す,かみころす,1209180,3012900632,vt; v5; v5s,"to stifle a smile, yawn, etc.; to bite to death"
19644,ダーク,ダーク,1076640,2903690537,adj-na; n,dark
19645,照りつける,てりつける,1350980,3517511382,vi; v1,to blaze down on; to beat down on; to shine down upon
19646,正当性,せいとうせい,1377680,3602767407,adj-no; n,lawfulness; propriety; reasonableness; appropriateness; legality; legitimacy; justifiability; validity
19647,そよ風,そよかぜ,1006960,2813431656,n,gentle breeze; soft wind; breath of air; zephyr
19648,すっ飛ぶ,すっとぶ,2026860,3277570172,vi; v5; v5b,to fly; to race away; to shoot off; to vanish; to disappear; to rush over; to hurry over
19649,刻々,こっこく,1285830,2113629213,adv,moment by moment; hour by hour
19650,つっかえる,つっかえる,1607170,3129814671,vi; v1,"to stick; to get stuck; to get caught; to get jammed; to clog; to be unavailable; to be busy; to be occupied; to be full; to be piled up (e.g. of work); to halt (in one's speech); to stumble (over one's words); to stutter; to stammer; to feel blocked (of one's chest or throat, due to grief, anxiety, illness, etc.); to feel pressure; to feel pain"
19651,クラシック,クラシック,1044020,4050491167,n; adj-na,classical music; classic; classical; classic (work); the classics
19652,特殊部隊,とくしゅぶたい,1455020,3945884581,n,special forces
19653,奈良,なら,2827768,4096192703,n,"Nara (city, prefecture)"
19654,嗚呼,ああ,1565440,1236048933,int,ah!; oh!; alas!; yes; indeed; that is correct; aah; gah; argh; hey!; yo!; uh huh; yeah yeah; right; gotcha
19655,拍車をかける,はくしゃをかける,1474810,276503427,exp; v1,to spur (on); to expedite; to encourage
19656,ゴルフ,ゴルフ,1054620,2626680132,n,golf
19657,供養,くよう,1233910,1462666553,n; vs,memorial service for the dead; holding a service
19658,プロフィール,プロフィール,1117820,3429178237,n,profile
19659,婚礼,こんれい,1289730,801211884,n,marriage ceremony; wedding
19660,せえの,せえの,2708890,3315757884,int,"all together now!; one, two, go!; ready, set, go!; heave, ho!; oops-a-daisy"
19661,梳く,すく,2063050,1697083231,vt; v5; v5k,to comb (out); to card; to untangle (hair)
19662,二つ返事,ふたつへんじ,1461220,1896863885,n,immediate reply; quick answer; ready agreement
19663,テレビ局,テレビきょく,1080610,349673448,n,television station
19664,発令,はつれい,1477920,2339285188,n; vs,official announcement; proclamation
19665,七百,ななひゃく,2220400,1477751312,num,700; seven hundred
19666,詰め所,つめしょ,1656220,3617497957,n,station; office; guardroom
19667,自制心,じせいしん,1726160,2053806776,n,self-control; self-restraint
19668,牧師,ぼくし,1521770,1196145408,adj-no; n,pastor; minister; clergyman; reverend
